2023-02-08 23:12:45 [INFO] [SUCCESS]	[ID: 487518]  Uploaded in: Feb 08, 20:00:27 	Title: TODS            	Price:76.60$	Link:https://shp.pub/6lsrdi	Aff_link:https://s.click.aliexpress.com/e/_EGxw1F3	Saved-> 	Image files:['487518', '487517', '487516', '487515', '487514', '487513', '487512', '487511', '487510', '487509']	img count: 10
2023-02-08 23:12:55 [INFO] [SUCCESS]	[ID: 487508]  Uploaded in: Feb 08, 18:30:49 	Title: UA              	Price:19.90$	Link:https://shp.pub/6lsqzi	Aff_link:https://s.click.aliexpress.com/e/_Eupx6Z3	Saved-> 	Image files:['487508', '487507', '487506', '487505', '487504', '487503', '487502']	img count: 7
2023-02-08 23:13:03 [INFO] [SUCCESS]	[ID: 487501]  Uploaded in: Feb 08, 18:15:16 	Title: TNF             	Price:36.90$	Link:https://shp.pub/6lsqrx	Aff_link:https://s.click.aliexpress.com/e/_EJDjN7F	Saved-> 	Image files:['487501', '487500', '487499', '487498', '487497', '487496', '487495', '487494', '487493', '487492']	img count: 10
2023-02-08 23:13:12 [ERROR] [FAILED]	[ID: 487491]  Uploaded in: Feb 08, 18:00:31 	Title: Marc Jacobs     	Price:26.9$	Link:https://shp.pub/6lracn	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487491', '487490', '487489', '487488', '487487', '487486', '487485', '487484', '487483', '487482']	img count: 10
2023-02-08 23:13:18 [INFO] [SUCCESS]	[ID: 487481]  Uploaded in: Feb 08, 17:30:09 	Title: PALM ANGELS     	Price:60$	Link:https://bit.ly/3Gv9a2Q	Aff_link:https://s.click.aliexpress.com/e/_EHWVG8h	Saved-> 	Image files:['487481', '487480', '487479', '487478', '487477', '487476', '487475', '487474', '487473']	img count: 9
2023-02-08 23:13:22 [ERROR] [FAILED]	[ID: 487472]  Uploaded in: Feb 08, 17:15:33 	Title: Follow our Look Ch 	Price:$	Link:https://bestallie.x.yupoo.com/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487472']	img count: 1
2023-02-08 23:13:27 [INFO] [SUCCESS]	[ID: 487471]  Uploaded in: Feb 08, 17:00:29 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_Ezuc1RL	Saved-> 	Image files:['487471', '487470', '487469', '487468', '487467', '487466', '487465']	img count: 7
2023-02-08 23:13:30 [INFO] [SUCCESS]	[ID: 487464]  Uploaded in: Feb 08, 16:30:37 	Title: PALM ANGELS     	Price:47$	Link:https://bit.ly/3IcM2r9	Aff_link:https://s.click.aliexpress.com/e/_ExWfPGd	Saved-> 	Image files:['487464', '487463', '487462', '487461', '487460']	img count: 5
2023-02-08 23:13:31 [ERROR] [FAILED]	[ID: 487459]  Uploaded in: Feb 08, 16:15:14 	Title: Follow secrect bra 	Price:$	Link:https://t.me/joinchat/FVE33KPWkWBlMDIy	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487459']	img count: 1
2023-02-08 23:13:37 [INFO] [SUCCESS]	[ID: 487458]  Uploaded in: Feb 08, 16:00:21 	Title: PALM ANGELS     	Price:47$	Link:https://bit.ly/3IcM2r9	Aff_link:https://s.click.aliexpress.com/e/_EGjl6tb	Saved-> 	Image files:['487458', '487457', '487456', '487455', '487454', '487453', '487452']	img count: 7
2023-02-08 23:13:43 [INFO] [SUCCESS]	[ID: 487451]  Uploaded in: Feb 08, 15:30:15 	Title: PALM ANGELS     	Price:47$	Link:https://bit.ly/3IcM2r9	Aff_link:https://s.click.aliexpress.com/e/_EG4oJgV	Saved-> 	Image files:['487451', '487450', '487449', '487448', '487447', '487446']	img count: 6
2023-02-08 23:13:49 [INFO] [SUCCESS]	[ID: 487445]  Uploaded in: Feb 08, 15:15:14 	Title: PALM ANGELS     	Price:47$	Link:https://bit.ly/3IcM2r9	Aff_link:https://s.click.aliexpress.com/e/_EvVeT4z	Saved-> 	Image files:['487445', '487444', '487443', '487442', '487441', '487440', '487439']	img count: 7
2023-02-08 23:13:55 [INFO] [SUCCESS]	[ID: 487438]  Uploaded in: Feb 08, 15:00:41 	Title: PALM ANGELS     	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_Ey90Bjx	Saved-> 	Image files:['487438', '487437', '487436', '487435', '487434', '487433', '487432']	img count: 7
2023-02-08 23:14:02 [INFO] [SUCCESS]	[ID: 487431]  Uploaded in: Feb 08, 14:30:29 	Title: PALM ANGELS     	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_EGW2oTJ	Saved-> 	Image files:['487431', '487430', '487429', '487428', '487427', '487426', '487425', '487424']	img count: 8
2023-02-08 23:14:08 [INFO] [SUCCESS]	[ID: 487423]  Uploaded in: Feb 08, 14:15:15 	Title: PALM ANGELS     	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_EwOYyvT	Saved-> 	Image files:['487423', '487422', '487421', '487420', '487419', '487418']	img count: 6
2023-02-08 23:14:13 [INFO] [SUCCESS]	[ID: 487417]  Uploaded in: Feb 08, 14:00:20 	Title: PALM ANGELS     	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_EuR5Mq5	Saved-> 	Image files:['487417', '487416', '487415', '487414', '487413', '487412']	img count: 6
2023-02-08 23:14:24 [ERROR] [FAILED]	[ID: 487411]  Uploaded in: Feb 08, 13:30:21 	Title: NIKE            	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487411', '487410', '487409', '487408', '487407', '487406', '487405', '487404', '487403', '487402']	img count: 10
2023-02-08 23:14:29 [INFO] [SUCCESS]	[ID: 487401]  Uploaded in: Feb 08, 13:15:15 	Title: PALM ANGELS     	Price:25$	Link:https://bit.ly/3Z0jS8T	Aff_link:https://s.click.aliexpress.com/e/_ExZRAHL	Saved-> 	Image files:['487401', '487400', '487399', '487398', '487397', '487396']	img count: 6
2023-02-08 23:14:33 [INFO] [SUCCESS]	[ID: 487395]  Uploaded in: Feb 08, 13:00:27 	Title: PALM ANGELS     	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EuzHzFL	Saved-> 	Image files:['487395', '487394', '487393', '487392', '487391', '487390', '487389']	img count: 7
2023-02-08 23:14:38 [INFO] [SUCCESS]	[ID: 487388]  Uploaded in: Feb 08, 12:30:30 	Title: TNF             	Price:40$	Link:https://bit.ly/3ZcwFp5	Aff_link:https://s.click.aliexpress.com/e/_EI1WbKZ	Saved-> 	Image files:['487388', '487387', '487386', '487385', '487384']	img count: 5
2023-02-08 23:14:44 [INFO] [SUCCESS]	[ID: 487383]  Uploaded in: Feb 08, 12:15:35 	Title: BOSS            	Price:95$	Link:https://bit.ly/3WAL4JS	Aff_link:https://s.click.aliexpress.com/e/_EwGMbjx	Saved-> 	Image files:['487383', '487382', '487381', '487380', '487379']	img count: 5
2023-02-08 23:14:51 [INFO] [SUCCESS]	[ID: 487378]  Uploaded in: Feb 08, 12:00:33 	Title: RB glasses      	Price:21.49$	Link:https://shp.pub/6lsk5q	Aff_link:https://s.click.aliexpress.com/e/_EQBNAI9	Saved-> 	Image files:['487378', '487377', '487376', '487375', '487374', '487373']	img count: 6
2023-02-08 23:15:01 [ERROR] [FAILED]	[ID: 487372]  Uploaded in: Feb 08, 11:30:20 	Title: LV              	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487372', '487371', '487370', '487369', '487368', '487367']	img count: 6
2023-02-08 23:15:04 [INFO] [SUCCESS]	[ID: 487366]  Uploaded in: Feb 08, 11:15:12 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_ExqHJWt	Saved-> 	Image files:['487366', '487365', '487364', '487363', '487362', '487361']	img count: 6
2023-02-08 23:15:10 [INFO] [SUCCESS]	[ID: 487360]  Uploaded in: Feb 08, 11:00:17 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EGgqkmz	Saved-> 	Image files:['487360', '487359', '487358', '487357', '487356', '487355', '487354', '487353']	img count: 8
2023-02-08 23:15:14 [INFO] [SUCCESS]	[ID: 487352]  Uploaded in: Feb 08, 10:30:09 	Title: PALM ANGELS     	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_Eu4b5Et	Saved-> 	Image files:['487352', '487351', '487350', '487349', '487348', '487347', '487346', '487345', '487344']	img count: 9
2023-02-08 23:15:19 [ERROR] [FAILED]	[ID: 487343]  Uploaded in: Feb 08, 10:15:09 	Title: PALM ANGELS     	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487343', '487342', '487341', '487340', '487339', '487338', '487337']	img count: 7
2023-02-08 23:15:26 [INFO] [SUCCESS]	[ID: 487336]  Uploaded in: Feb 08, 10:00:12 	Title: GG hat          	Price:29$	Link:https://bit.ly/3IcW3ol	Aff_link:https://s.click.aliexpress.com/e/_Ew4S1Fb	Saved-> 	Image files:['487336', '487335', '487334', '487333']	img count: 4
2023-02-08 23:15:43 [INFO] [SUCCESS]	[ID: 487332]  Uploaded in: Feb 08, 09:30:17 	Title: LV              	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EI8O4GD	Saved-> 	Image files:['487332', '487331', '487330', '487329', '487328', '487327', '487326', '487325', '487324']	img count: 9
2023-02-08 23:15:55 [INFO] [SUCCESS]	[ID: 487323]  Uploaded in: Feb 08, 09:15:12 	Title: LV              	Price:79$	Link:https://bit.ly/3CcLUEj	Aff_link:https://s.click.aliexpress.com/e/_EHQ0oFJ	Saved-> 	Image files:['487323', '487322', '487321', '487320', '487319', '487318', '487317', '487316', '487315', '487314']	img count: 10
2023-02-08 23:15:58 [INFO] [SUCCESS]	[ID: 487313]  Uploaded in: Feb 08, 09:00:35 	Title: Trapstar        	Price:59$	Link:https://bit.ly/3i72zlR	Aff_link:https://s.click.aliexpress.com/e/_EuI2MI9	Saved-> 	Image files:['487313', '487312', '487311', '487310']	img count: 4
2023-02-08 23:16:04 [INFO] [SUCCESS]	[ID: 487309]  Uploaded in: Feb 08, 08:30:30 	Title: SUPREME         	Price:26$	Link:https://bit.ly/3juH4Mc	Aff_link:https://s.click.aliexpress.com/e/_EuuYNxb	Saved-> 	Image files:['487309', '487308', '487307', '487306', '487305', '487304', '487303', '487302', '487301', '487300']	img count: 10
