2023-02-09 22:29:03 [INFO] [SUCCESS]	[ID: 487891]  Uploaded in: Feb 09, 20:00:38 	Title: STONE ISLAND    	Price:43$	Link:https://bit.ly/3G8aMOT	Aff_link:https://s.click.aliexpress.com/e/_EzaDGIH	Saved-> 	Image files:['487891', '487890', '487889', '487888', '487887', '487886', '487885']	img count: 7
2023-02-09 22:29:12 [INFO] [SUCCESS]	[ID: 487884]  Uploaded in: Feb 09, 19:30:14 	Title: STONE ISLAND    	Price:27$	Link:https://bit.ly/3IcWeQx	Aff_link:https://s.click.aliexpress.com/e/_EQDYWOd	Saved-> 	Image files:['487884', '487883', '487882', '487881', '487880', '487879', '487878', '487877']	img count: 8
2023-02-09 22:29:18 [INFO] [SUCCESS]	[ID: 487876]  Uploaded in: Feb 09, 19:15:20 	Title: Stone Island    	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_EzTMmS9	Saved-> 	Image files:['487876', '487875', '487874', '487873', '487872', '487871', '487870']	img count: 7
2023-02-09 22:29:29 [INFO] [SUCCESS]	[ID: 487869]  Uploaded in: Feb 09, 19:00:33 	Title: STONE ISLAND    	Price:37$	Link:https://bit.ly/3CbdW3b	Aff_link:https://s.click.aliexpress.com/e/_EvEBGFn	Saved-> 	Image files:['487869', '487868', '487867', '487866', '487865', '487864', '487863', '487862', '487861', '487860']	img count: 10
2023-02-09 22:29:36 [INFO] [SUCCESS]	[ID: 487859]  Uploaded in: Feb 09, 18:30:17 	Title: STONE ISLAND    	Price:35$	Link:https://bit.ly/3Vt5S4E	Aff_link:https://s.click.aliexpress.com/e/_EH2V2Tr	Saved-> 	Image files:['487859', '487858', '487857', '487856', '487855', '487854']	img count: 6
2023-02-09 22:29:48 [ERROR] [FAILED]	[ID: 487853]  Uploaded in: Feb 09, 18:15:22 	Title: Supreme         	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487853', '487852', '487851', '487850', '487849', '487848', '487847', '487846']	img count: 8
2023-02-09 22:29:56 [ERROR] [FAILED]	[ID: 487845]  Uploaded in: Feb 09, 18:00:55 	Title: STONE ISLAND    	Price:55$	Link:https://bit.ly/3WAhT9C	Aff_link:Failed to convert Ali Express link			Saved-> 	Image files:['487845', '487844', '487843', '487842', '487841', '487840', '487839', '487838']	img count: 8
2023-02-09 22:30:15 [INFO] [SUCCESS]	[ID: 487837]  Uploaded in: Feb 09, 17:30:14 	Title: STONE ISLAND    	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EwcdKXR	Saved-> 	Image files:['487837', '487836', '487835', '487834', '487833', '487832', '487831', '487830', '487829', '487828']	img count: 10
2023-02-09 22:30:18 [ERROR] [FAILED]	[ID: 487827]  Uploaded in: Feb 09, 17:16:34 	Title: Follow our Look Ch 	Price:$	Link:https://bestallie.x.yupoo.com/	Aff_link:No Ali Express link detected	Saved-> 	Image files:['487827']	img count: 1
2023-02-09 22:30:25 [INFO] [SUCCESS]	[ID: 487826]  Uploaded in: Feb 09, 17:00:56 	Title: STONE ISLAND    	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EIioGkv	Saved-> 	Image files:['487826', '487825', '487824', '487823', '487822', '487821', '487820', '487819', '487818', '487817']	img count: 10
2023-02-09 22:30:41 [INFO] [SUCCESS]	[ID: 487816]  Uploaded in: Feb 09, 16:30:44 	Title: STONE ISLAND    	Price:45$	Link:https://bit.ly/3hZn4B0	Aff_link:https://s.click.aliexpress.com/e/_EzK1lqp	Saved-> 	Image files:['487816', '487815', '487814', '487813', '487812', '487811', '487810', '487809']	img count: 8
